0;0;0;0;land;false;unknown;0
1;204;229;152;land;true;plains;2
2;204;179;153;land;true;plains;2
3;153;230;153;land;true;forest;2
4;192;0;0;land;true;forest;2
5;192;0;128;land;true;forest;2
2599;51;54;158;land;false;forest;2
2630;42;63;138;land;true;forest;2
2631;84;66;11;land;true;forest;2
6;153;179;153;land;false;forest;2
7;192;128;128;land;false;forest;2
8;179;204;153;land;false;forest;2
9;128;64;128;land;false;forest;2
10;64;128;128;land;false;forest;2
11;119;210;74;land;false;forest;2
12;119;128;199;land;false;forest;2
2596;93;42;156;land;false;forest;2
2598;177;48;157;land;false;forest;2
13;96;64;192;land;true;forest;2
14;201;169;171;land;true;plains;2
15;224;64;192;land;true;forest;2
16;224;192;192;land;false;mountain;2
17;0;64;128;land;false;plains;2
18;153;230;204;land;false;forest;2
19;192;160;0;land;false;mountain;2
20;179;217;153;land;false;forest;2
21;179;166;153;land;false;mountain;2
2629;0;60;10;land;false;forest;2
22;192;160;128;land;false;mountain;2
23;192;64;0;land;false;forest;2
24;63;85;151;land;false;mountain;2
25;128;160;128;land;false;mountain;2
26;0;224;0;land;false;hills;2
27;81;141;79;land;false;forest;2
28;122;120;79;land;false;mountain;2
29;128;224;0;land;false;plains;2
2597;135;45;29;land;false;hills;2
30;128;32;64;land;false;plains;2
31;192;96;0;land;false;forest;2
32;192;96;128;land;false;forest;2
33;128;96;128;land;false;forest;2
34;192;224;128;land;false;forest;2
35;128;224;128;land;false;plains;2
36;74;142;210;land;false;forest;2
37;128;32;192;land;true;forest;2
38;64;224;0;land;false;forest;2
39;192;224;0;land;false;forest;2
40;122;143;170;land;false;forest;2
41;0;160;64;land;false;forest;2
42;128;160;64;land;false;plains;2
43;192;64;128;land;true;forest;2
44;70;70;122;land;true;forest;2
45;0;0;192;land;true;forest;2
2595;9;36;155;land;true;forest;2
46;48;128;64;land;false;plains;2
47;64;96;0;land;true;forest;2
48;192;160;192;land;true;forest;2
49;130;123;117;land;false;forest;0
50;64;32;192;land;false;forest;2
51;48;128;192;land;false;plains;2
52;176;128;192;land;false;forest;2
53;176;0;64;land;false;forest;2
54;0;96;64;land;false;forest;2
55;176;128;64;land;false;forest;2
56;116;74;122;land;false;plains;2
57;176;0;192;land;false;plains;2
2594;177;33;27;land;false;forest;2
2628;168;57;137;land;true;forest;2
58;208;64;192;land;false;plains;2
59;176;210;74;land;false;forest;2
60;128;224;64;land;true;forest;2
61;128;224;192;land;true;hills;2
62;192;96;64;land;true;forest;2
63;48;0;192;land;false;forest;2
64;240;192;128;land;false;plains;2
65;176;192;192;land;true;forest;2
66;152;117;121;land;false;forest;2
67;240;64;192;land;true;hills;2
2592;93;27;26;land;true;forest;2
2593;135;30;154;land;true;forest;2
2626;126;54;9;land;true;forest;2
2627;64;96;64;land;true;forest;2
68;240;192;64;land;true;forest;2
69;112;64;192;land;true;forest;2
70;112;192;64;land;true;plains;2
71;240;64;64;land;true;plains;2
72;128;96;192;land;true;forest;2
73;192;96;192;land;true;plains;2
74;209;215;159;land;true;forest;2
75;16;160;0;land;true;forest;2
76;0;96;192;land;true;forest;2
2625;84;51;136;land;true;forest;2
77;74;146;55;land;true;forest;2
78;0;160;0;land;true;forest;2
